id;plane_id;article;batch_size;release_date;pf_time;workload_ wc
2482;1;151301;7;14.07.2021;1.7;239.7
2490;1;282533;28;14.07.2021;6.6;958.6
2500;1;212555;14;14.07.2021;0.31;476.31
2501;1;308006;14;14.07.2021;0.21;476.21
2504;1;811127;3;14.07.2021;4.2;106.2
2506;1;179256;7;14.07.2021;1.8;239.8
2508;1;302275;470;14.07.2021;0.61;15980.61
2515;1;167588;7;14.07.2021;2.3;240.3
2522;1;247037;28;14.07.2021;1.1;953.1
2543;1;124499;3;14.07.2021;3.5;105.5
2553;1;124514;7;14.07.2021;0.9;238.9
2566;1;124596;14;14.07.2021;2;478
2572;1;145983;70;14.07.2021;2.6;2382.6
2574;1;177739;7;14.07.2021;0.78;238.78
2578;1;52335;6;14.07.2021;2.1;206.1
2639;1;254417;7;14.07.2021;45;283
2645;1;15623;14;14.07.2021;0.89;476.89
2649;1;252817;14;14.07.2021;2.2;478.2
2654;1;124592;7;14.07.2021;0.33;238.33
2669;1;302666;9;14.07.2021;0.02;306.02
2677;1;15525;7;14.07.2021;1.7;239.7
2678;1;191627;28;14.07.2021;1.4;953.4
2682;1;308622;7;14.07.2021;0.71;238.71
2694;1;124507;14;14.07.2021;3.7;479.7
2715;1;306129;12;14.07.2021;0.053;408.053
2719;1;297520;3;14.07.2021;21;123
2748;1;4299;7;14.07.2021;0.81;238.81
2763;1;146033;12;14.07.2021;0.58;408.58
2776;1;151302;21;14.07.2021;2.3;716.3
2782;1;167587;7;14.07.2021;3.1;241.1
2786;1;282532;28;14.07.2021;6;958
2797;1;811128;3;14.07.2021;5.1;107.1
2809;1;84486;6;14.07.2021;11;215
2816;1;127446;6;14.07.2021;11;215
2817;1;15625;14;14.07.2021;9.2;485.2
2843;1;811192;3;14.07.2021;11;113
2861;1;167591;21;14.07.2021;1;715
2866;1;180560;7;14.07.2021;0.77;238.77
2870;1;304582;113;14.07.2021;0.3;3842.3
2883;1;167640;14;14.07.2021;6.4;482.4
2906;1;124502;7;14.07.2021;4;242
2911;1;124517;12;14.07.2021;4.2;412.2
2953;1;15622;7;14.07.2021;1.6;239.6
2956;1;252816;7;14.07.2021;5.6;243.6
2980;1;297521;6;14.07.2021;6;210
2981;1;151305;35;14.07.2021;1.3;1191.3
2985;1;191626;28;14.07.2021;4;956
3000;1;4029;7;14.07.2021;2.2;240.2
3016;1;15524;7;14.07.2021;3.8;241.8
3026;1;811125;3;14.07.2021;7.7;109.7
3037;1;302202;35;14.07.2021;0.083;1190.083
3041;1;167590;42;14.07.2021;0.83;1428.83
3042;1;255714;14;14.07.2021;2.6;478.6
3051;1;32670;7;14.07.2021;0.16;238.16
3061;1;84487;6;14.07.2021;9.1;213.1
3064;1;151303;7;14.07.2021;1.6;239.6
3073;1;300377;80;14.07.2021;0.2;2720.2
3083;1;257614;36;14.07.2021;3.1;1227.1
3103;1;842340;7;14.07.2021;16;254
3130;1;84607;3;14.07.2021;2.4;104.4
3140;1;300381;18;14.07.2021;0.15;612.15
3160;1;15621;7;14.07.2021;1.7;239.7
3190;1;306813;7;14.07.2021;0.027;238.027
3204;1;295946;56;14.07.2021;0.083;1904.083
3215;1;303497;144;14.07.2021;0.06;4896.06
3232;1;167586;7;14.07.2021;50;288
3246;1;308244;42;14.07.2021;0.061;1428.061
3247;1;151306;7;14.07.2021;18;256
3253;1;191625;28;14.07.2021;2.1;954.1
3258;1;13705;7;14.07.2021;4.4;242.4
3272;1;167589;21;14.07.2021;7.7;721.7
3291;1;811126;3;14.07.2021;7.7;109.7
3316;1;247038;28;14.07.2021;1.1;953.1
3317;1;301144;6;14.07.2021;0.24;204.24
3326;1;158501;3;14.07.2021;0.083;102.083
3339;1;306672;28;14.07.2021;0.072;952.072
3341;1;124376;128;14.07.2021;1.5;4353.5
3373;1;15627;28;14.07.2021;3.4;955.4
3380;1;124515;12;14.07.2021;2.4;410.4
3383;1;300395;12;14.07.2021;0.67;408.67
3384;1;295379;7;14.07.2021;4.4;242.4
3390;1;306167;15;14.07.2021;0.064;510.064
3391;1;300678;100;14.07.2021;0.029;3400.029
3407;1;191624;28;14.07.2021;6;958
3424;1;295992;3;14.07.2021;0.17;102.17
3427;1;15620;7;14.07.2021;6;244
3428;1;252818;42;14.07.2021;5.3;1433.3
3452;1;124504;112;14.07.2021;0.36;3808.36
3456;1;15849;7;14.07.2021;2.6;240.6
3469;1;124591;7;14.07.2021;5.9;243.9
3477;1;13706;7;14.07.2021;4;242
3505;1;124508;14;14.07.2021;0.61;476.61
3521;1;151307;7;14.07.2021;11;249
3525;1;297519;3;14.07.2021;16;118
2467;1;811033;30;17.07.2021;11;1031
2486;1;9520;70;17.07.2021;0.59;2380.59
2530;1;811037;3;17.07.2021;11;113
2664;1;15254;28;17.07.2021;3.6;955.6
2724;1;49177;70;17.07.2021;0.64;2380.64
2729;1;300592;42;17.07.2021;1.5;1429.5
2799;1;811034;3;17.07.2021;11;113
2806;1;308005;120;17.07.2021;0.18;4080.18
2880;1;811038;6;17.07.2021;11;215
2897;1;9511;70;17.07.2021;0.48;2380.48
2898;1;10294;7;17.07.2021;2.6;240.6
2916;1;300397;40;17.07.2021;0.24;1360.24
3055;1;811035;3;17.07.2021;12;114
3125;1;811039;3;17.07.2021;11;113
3137;1;10295;7;17.07.2021;2.4;240.4
3318;1;308022;33;17.07.2021;0.08;1122.08
3358;1;811036;6;17.07.2021;12;216
3457;1;15255;7;17.07.2021;13;251
